site_year,species,latitude,longitude,min_depth,max_depth,abundance,bot_depth,secchi_depth,depth,temperature,salinity,oxygen,phosphate,total_phosphorus,silicate,nitrate_nitrite,nitrate,nitrite,ammonium,total_nitrogen,hydrogen_sulphide,ph,total_alkalinity,chlorophyll_a
0_1994,Lagis koreni,54.32,11.55,25.0,25.0,730,24.867088607594937,5.393037974683544,11.835003230379748,9.234151898734178,15.445367088607597,7.007341772151899,0.2830379746835443,2.54,10.553164556962026,4.28,3.231012658227848,0.2436708860759493,0.8531645569620254,19.4,1.2,8.08,1.587,2.7184177215189878
0_1994,Mya arenaria,54.32,11.55,25.0,25.0,6,24.867088607594937,5.393037974683544,11.835003230379748,9.234151898734178,15.445367088607597,7.007341772151899,0.2830379746835443,2.54,10.553164556962026,4.28,3.231012658227848,0.2436708860759493,0.8531645569620254,19.4,1.2,8.08,1.587,2.7184177215189878
0_1994,Mytilus edulis,54.32,11.55,25.0,25.0,3,24.867088607594937,5.393037974683544,11.835003230379748,9.234151898734178,15.445367088607597,7.007341772151899,0.2830379746835443,2.54,10.553164556962026,4.28,3.231012658227848,0.2436708860759493,0.8531645569620254,19.4,1.2,8.08,1.587,2.7184177215189878
0_1994,Nephtys hombergii,54.32,11.55,25.0,25.0,19,24.867088607594937,5.393037974683544,11.835003230379748,9.234151898734178,15.445367088607597,7.007341772151899,0.2830379746835443,2.54,10.553164556962026,4.28,3.231012658227848,0.2436708860759493,0.8531645569620254,19.4,1.2,8.08,1.587,2.7184177215189878
0_1994,Phyllodoce (Anaitides) mucosa,54.32,11.55,25.0,25.0,16,24.867088607594937,5.393037974683544,11.835003230379748,9.234151898734178,15.445367088607597,7.007341772151899,0.2830379746835443,2.54,10.553164556962026,4.28,3.231012658227848,0.2436708860759493,0.8531645569620254,19.4,1.2,8.08,1.587,2.7184177215189878
0_1994,Polydora ciliata,54.32,11.55,25.0,25.0,138,24.867088607594937,5.393037974683544,11.835003230379748,9.234151898734178,15.445367088607597,7.007341772151899,0.2830379746835443,2.54,10.553164556962026,4.28,3.231012658227848,0.2436708860759493,0.8531645569620254,19.4,1.2,8.08,1.587,2.7184177215189878
0_1994,Scoloplos armiger,54.32,11.55,25.0,25.0,25,24.867088607594937,5.393037974683544,11.835003230379748,9.234151898734178,15.445367088607597,7.007341772151899,0.2830379746835443,2.54,10.553164556962026,4.28,3.231012658227848,0.2436708860759493,0.8531645569620254,19.4,1.2,8.08,1.587,2.7184177215189878
0_1994,Trochochaeta multisetosa,54.32,11.55,25.0,25.0,13,24.867088607594937,5.393037974683544,11.835003230379748,9.234151898734178,15.445367088607597,7.007341772151899,0.2830379746835443,2.54,10.553164556962026,4.28,3.231012658227848,0.2436708860759493,0.8531645569620254,19.4,1.2,8.08,1.587,2.7184177215189878
0_1995,Arctica islandica,54.32,11.55,25.0,25.0,60,24.73096446700508,6.9847715736040605,12.3820522642132,8.435522842639594,14.708365482233502,6.716852791878173,0.4125888324873096,2.54,15.13248730964467,4.28,3.617258883248731,0.4539086294416243,0.6832487309644669,19.4,1.2,8.08,1.587,2.074720812182741
0_1995,Bylgides sarsi,54.32,11.55,25.0,25.0,3,24.73096446700508,6.9847715736040605,12.3820522642132,8.435522842639594,14.708365482233502,6.716852791878173,0.4125888324873096,2.54,15.13248730964467,4.28,3.617258883248731,0.4539086294416243,0.6832487309644669,19.4,1.2,8.08,1.587,2.074720812182741
0_1995,Corbula gibba,54.32,11.55,25.0,25.0,13,24.73096446700508,6.9847715736040605,12.3820522642132,8.435522842639594,14.708365482233502,6.716852791878173,0.4125888324873096,2.54,15.13248730964467,4.28,3.617258883248731,0.4539086294416243,0.6832487309644669,19.4,1.2,8.08,1.587,2.074720812182741
0_1995,Diastylis rathkei,54.32,11.55,25.0,25.0,31,24.73096446700508,6.9847715736040605,12.3820522642132,8.435522842639594,14.708365482233502,6.716852791878173,0.4125888324873096,2.54,15.13248730964467,4.28,3.617258883248731,0.4539086294416243,0.6832487309644669,19.4,1.2,8.08,1.587,2.074720812182741
0_1995,Gastrosaccus spinifer,54.32,11.55,25.0,25.0,9,24.73096446700508,6.9847715736040605,12.3820522642132,8.435522842639594,14.708365482233502,6.716852791878173,0.4125888324873096,2.54,15.13248730964467,4.28,3.617258883248731,0.4539086294416243,0.6832487309644669,19.4,1.2,8.08,1.587,2.074720812182741
0_1995,Halicryptus spinulosus,54.32,11.55,25.0,25.0,19,24.73096446700508,6.9847715736040605,12.3820522642132,8.435522842639594,14.708365482233502,6.716852791878173,0.4125888324873096,2.54,15.13248730964467,4.28,3.617258883248731,0.4539086294416243,0.6832487309644669,19.4,1.2,8.08,1.587,2.074720812182741
0_1995,Heteromastus filiformis,54.32,11.55,25.0,25.0,22,24.73096446700508,6.9847715736040605,12.3820522642132,8.435522842639594,14.708365482233502,6.716852791878173,0.4125888324873096,2.54,15.13248730964467,4.28,3.617258883248731,0.4539086294416243,0.6832487309644669,19.4,1.2,8.08,1.587,2.074720812182741
0_1995,Nephtys hombergii,54.32,11.55,25.0,25.0,6,24.73096446700508,6.9847715736040605,12.3820522642132,8.435522842639594,14.708365482233502,6.716852791878173,0.4125888324873096,2.54,15.13248730964467,4.28,3.617258883248731,0.4539086294416243,0.6832487309644669,19.4,1.2,8.08,1.587,2.074720812182741
0_1995,Paraonis fulgens,54.32,11.55,25.0,25.0,6,24.73096446700508,6.9847715736040605,12.3820522642132,8.435522842639594,14.708365482233502,6.716852791878173,0.4125888324873096,2.54,15.13248730964467,4.28,3.617258883248731,0.4539086294416243,0.6832487309644669,19.4,1.2,8.08,1.587,2.074720812182741
0_1995,Polydora (Polydora) quadrilobata,54.32,11.55,25.0,25.0,3,24.73096446700508,6.9847715736040605,12.3820522642132,8.435522842639594,14.708365482233502,6.716852791878173,0.4125888324873096,2.54,15.13248730964467,4.28,3.617258883248731,0.4539086294416243,0.6832487309644669,19.4,1.2,8.08,1.587,2.074720812182741
0_1995,Polydora ciliata,54.32,11.55,25.0,25.0,66,24.73096446700508,6.9847715736040605,12.3820522642132,8.435522842639594,14.708365482233502,6.716852791878173,0.4125888324873096,2.54,15.13248730964467,4.28,3.617258883248731,0.4539086294416243,0.6832487309644669,19.4,1.2,8.08,1.587,2.074720812182741
0_1997,Abra alba,54.32,11.55,25.0,25.0,279,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Ampharete acutifrons,54.32,11.55,25.0,25.0,13,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Ampharete baltica,54.32,11.55,25.0,25.0,2,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Arctica islandica,54.32,11.55,25.0,25.0,74,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Bylgides sarsi,54.32,11.55,25.0,25.0,17,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Corbula gibba,54.32,11.55,25.0,25.0,6,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Diastylis rathkei,54.32,11.55,25.0,25.0,1134,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Eteone longa,54.32,11.55,25.0,25.0,2,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Euchone papillosa,54.32,11.55,25.0,25.0,8,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Gastrosaccus spinifer,54.32,11.55,25.0,25.0,2,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Halicryptus spinulosus,54.32,11.55,25.0,25.0,9,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Heteromastus filiformis,54.32,11.55,25.0,25.0,226,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Hydrobia ulvae,54.32,11.55,25.0,25.0,2,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Idotea balthica,54.32,11.55,25.0,25.0,2,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Lagis koreni,54.32,11.55,25.0,25.0,138,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Macoma balthica,54.32,11.55,25.0,25.0,36,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Nemertina,54.32,11.55,25.0,25.0,8,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Nephtys ciliata,54.32,11.55,25.0,25.0,9,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Nephtys hombergii,54.32,11.55,25.0,25.0,26,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Paraonis fulgens,54.32,11.55,25.0,25.0,6,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Parvicardium ovale,54.32,11.55,25.0,25.0,2,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Pherusa plumosa,54.32,11.55,25.0,25.0,6,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Pholoe assimilis,54.32,11.55,25.0,25.0,6,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Phyllodoce (Anaitides) mucosa,54.32,11.55,25.0,25.0,15,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Polydora (Polydora) quadrilobata,54.32,11.55,25.0,25.0,13,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Pontoporeia femorata,54.32,11.55,25.0,25.0,13,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Scoloplos armiger,54.32,11.55,25.0,25.0,155,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Terebellides stroemii,54.32,11.55,25.0,25.0,49,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1997,Trochochaeta multisetosa,54.32,11.55,25.0,25.0,9,23.79310344827586,7.689655172413793,12.276986096551726,6.893620689655172,14.058379310344828,7.855862068965517,0.16,0.49,7.558620689655172,4.28,2.103448275862069,0.279655172413793,1.0413793103448277,15.0,1.2,8.08,1.587,1.372413793103448
0_1998,Abra alba,54.32,11.55,50.0,50.0,707,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Ampharete acutifrons,54.32,11.55,25.0,25.0,3,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Arctica islandica,54.32,11.55,50.0,50.0,82,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Bylgides sarsi,54.32,11.55,50.0,50.0,34,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Corbula gibba,54.32,11.55,25.0,25.0,6,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Diastylis rathkei,54.32,11.55,50.0,50.0,474,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Euchone papillosa,54.32,11.55,25.0,25.0,85,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Gonothyraea loveni,54.32,11.55,25.0,25.0,1,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Halicryptus spinulosus,54.32,11.55,25.0,25.0,3,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Heteromastus filiformis,54.32,11.55,50.0,50.0,230,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Lagis koreni,54.32,11.55,50.0,50.0,32,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Macoma balthica,54.32,11.55,50.0,50.0,48,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Mytilus edulis,54.32,11.55,25.0,25.0,3,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Nemertina,54.32,11.55,25.0,25.0,9,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Nephtys ciliata,54.32,11.55,50.0,50.0,25,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Nephtys hombergii,54.32,11.55,50.0,50.0,9,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Opercularella pumila,54.32,11.55,25.0,25.0,1,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Pholoe assimilis,54.32,11.55,25.0,25.0,3,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Pholoe baltica,54.32,11.55,50.0,50.0,9,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Phyllodoce (Anaitides) mucosa,54.32,11.55,25.0,25.0,3,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Polydora (Polydora) quadrilobata,54.32,11.55,50.0,50.0,16,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Polydora ciliata,54.32,11.55,25.0,25.0,6,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Pontoporeia femorata,54.32,11.55,25.0,25.0,3,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Scalibregma inflatum,54.32,11.55,25.0,25.0,3,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Scoloplos armiger,54.32,11.55,50.0,50.0,50,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Terebellides stroemii,54.32,11.55,50.0,50.0,333,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1998,Trochochaeta multisetosa,54.32,11.55,25.0,25.0,88,24.75,8.347222222222221,12.38444447222222,9.171583333333334,15.50527777777778,6.738472222222223,0.4913888888888889,0.8802777777777778,12.418055555555556,4.28,2.459722222222222,0.2761111111111111,0.8083333333333333,20.648611111111112,1.2,8.08,1.587,2.02
0_1999,Abra alba,54.32,11.55,25.0,25.0,107,24.346938775510203,8.3,12.472174453061225,9.692775510204084,17.406714285714287,5.933061224489797,0.4381632653061224,0.9091836734693876,15.116326530612248,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
0_1999,Arctica islandica,54.32,11.55,25.0,25.0,119,24.346938775510203,8.3,12.472174453061225,9.692775510204084,17.406714285714287,5.933061224489797,0.4381632653061224,0.9091836734693876,15.116326530612248,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
0_1999,Asterias rubens,54.32,11.55,25.0,25.0,1,24.346938775510203,8.3,12.472174453061225,9.692775510204084,17.406714285714287,5.933061224489797,0.4381632653061224,0.9091836734693876,15.116326530612248,4.28,4.1000000000000005,0.4085714285714286,0.6673469387755102,21.787755102040816,1.2,8.08,1.5870000000000002,3.7597959183673466
